HeatNo|QualNo|CustID|CustVer|InternalVer|Cr_Final|Ni_Final|Mo_Final|V_Final|W_Final|TotalIngotsWeight|Last_EOP|Cr_Last_EOP|Ni_Last_EOP|Mo_Last_EOP|V_Last_EOP|W_Last_EOP
75417|834|79|2|1|11.64|0.09|0.74|0.92|0.01|46920.0|2.0|11.23|0.08|0.71|0.04|0.01
75423|834|79|2|1|11.71|0.2|0.74|0.94|0.01|47600.0|2.0|12.19|0.21|0.82|0.04|0.01
75424|834|79|2|3|11.69|0.21|0.76|0.94|0.01|48080.0|2.0|13.03|0.23|0.83|0.04|0.01
75426|834|79|2|3|11.71|0.11|0.76|0.94|0.04|49440.0|2.0|12.3|0.11|0.65|0.08|0.02
75434|834|99|2|14|11.29|0.2|0.73|0.94|0.11|46200.0|2.0|9.89|0.21|0.71|0.47|0.1
75435|834|99|2|13|11.25|0.21|0.75|0.76|0.12|49440.0|2.0|10.34|0.22|0.65|0.49|0.11
75444|834|79|2|1|11.52|0.16|0.73|0.93|0.01|49000.0|3.0|11.84|0.15|0.78|0.03|0.01
75446|834|57|2|2|11.29|0.17|0.74|0.75|0.06|44100.0|2.0|10.06|0.17|0.66|0.32|0.04
75464|834|79|2|5|11.8|0.13|0.72|0.94|0.01|49000.0|3.0|11.58|0.11|0.85|0.03|0.01
75465|834|99|2|6|11.39|0.21|0.76|0.96|0.09|48410.0|3.0|11.08|0.21|0.62|0.41|0.07
75466|834|93|2|2|11.23|0.2|0.73|0.68|0.09|44560.0|2.0|10.57|0.19|0.62|0.43|0.07
75478|834|79|2|3|11.51|0.11|0.72|0.93|0.06|49440.0|2.0|10.47|0.11|0.54|0.11|0.06
75490|834|79|2|1|11.59|0.17|0.73|0.95|0.01|49000.0|3.0|13.26|0.16|0.48|0.04|0.01
75492|834|79|2|2|11.63|0.11|0.75|0.95|0.04|49180.0|2.0|11.11|0.1|0.32|0.12|0.02
75501|834|79|2|1|11.67|0.2|0.74|0.91|0.01|46200.0|2.0|12.23|0.2|0.07|0.04|0.01
75502|834|79|2|1|11.57|0.21|0.73|0.94|0.01|46350.0|2.0|13.71|0.2|0.52|0.04|0.01
75510|834|99|2|2|11.13|0.2|0.73|0.73|0.13|45210.0|2.0|10.39|0.2|0.63|0.36|0.12
75511|834|99|2|1|11.34|0.19|0.75|0.74|0.07|47600.0|2.0|10.68|0.19|0.68|0.29|0.04
75513|834|99|2|1|11.4|0.22|0.75|0.79|0.07|47380.0|2.0|10.94|0.23|0.69|0.31|0.05
75541|834|84|2|2|11.36|0.21|0.72|0.75|0.11|40030.0|2.0|10.53|0.21|0.69|0.5|0.11
75542|834|79|2|1|11.69|0.14|0.74|0.95|0.04|48100.0|3.0|10.66|0.13|0.6|0.16|0.04
75543|834|99|2|1|11.26|0.22|0.73|0.74|0.07|48410.0|2.0|10.39|0.24|0.67|0.44|0.08
75554|834|99|2|2|11.31|0.2|0.79|0.79|0.07|40990.0|2.0|11.41|0.19|0.63|0.43|0.05
75557|834|79|2|1|11.67|0.11|0.76|0.95|0.06|53200.0|2.0|9.74|0.1|0.49|0.11|0.05
75576|834|99|2|3|11.4|0.19|0.73|0.93|0.08|43800.0|2.0|9.85|0.18|0.68|0.27|0.06
75577|834|93|2|2|11.32|0.17|0.79|0.68|0.07|45920.0|2.0|10.72|0.17|0.82|0.3|0.05
75589|834|99|2|15|11.24|0.16|0.73|0.75|0.05|51800.0|2.0|11.19|0.15|0.62|0.27|0.03
75597|834|57|2|5|11.18|0.19|0.75|0.93|0.02|46280.0|2.0|11.62|0.16|0.57|0.05|0.01
75619|834|99|2|1|11.5|0.22|0.74|0.8|0.15|47380.0|2.0|10.22|0.23|0.61|0.35|0.15
75630|834|93|2|11|11.32|0.16|0.74|0.93|0.02|54600.0|2.0|10.16|0.15|0.63|0.06|0.01
75641|834|79|2|1|11.54|0.2|0.73|0.92|0.14|50320.0|2.0|11.13|0.21|0.91|0.13|0.13
75650|834|57|2|2|11.38|0.23|0.76|0.77|0.07|44440.0|2.0|10.31|0.22|0.49|0.16|0.06
75651|834|99|2|1|11.36|0.23|0.75|0.78|0.14|51560.0|2.0|11.25|0.22|0.65|0.29|0.12
75660|834|76|2|1|11.72|0.13|0.88|0.3|0.01|50400.0|2.0|9.91|0.13|0.69|0.03|0.01
75661|834|79|2|1|11.63|0.18|0.73|0.93|0.11|50320.0|2.0|13.04|0.19|0.7|0.14|0.1
75663|834|99|2|2|11.36|0.2|0.74|0.72|0.06|49410.0|3.0|10.35|0.2|0.74|0.23|0.05
75670|834|93|2|11|11.41|0.21|0.76|0.94|0.07|51400.0|2.0|11.18|0.21|0.66|0.25|0.05
75671|834|99|2|1|11.53|0.21|0.76|0.77|0.13|44400.0|2.0|11.81|0.22|0.72|0.34|0.12
75679|834|99|2|1|11.28|0.21|0.78|0.78|0.1|46920.0|2.0|11.43|0.2|0.68|0.34|0.1
75699|834|99|2|16|11.34|0.21|0.75|0.97|0.05|49000.0|2.0|10.97|0.2|0.54|0.28|0.05
75702|834|99|2|1|11.41|0.17|0.82|0.73|0.04|37080.0|2.0|11.02|0.16|0.82|0.06|0.03
75710|834|57|2|2|11.6|0.16|0.73|0.76|0.04|42760.0|2.0|11.54|0.16|0.73|0.27|0.02
75711|834|50|1|1|11.6|0.17|0.72|0.7|0.05|49440.0|2.0|10.67|0.17|0.64|0.28|0.04
75721|834|93|2|5|11.28|0.16|0.76|0.76|0.05|50400.0|2.0|10.16|0.16|0.72|0.26|0.02
75741|834|57|2|2|11.35|0.16|0.74|0.74|0.04|45910.0|2.0|11.76|0.15|0.64|0.25|0.03
75742|834|99|2|1|11.32|0.15|0.75|0.74|0.04|51800.0|2.0|10.91|0.14|0.82|0.24|0.03
75743|834|99|2|15|11.3|0.15|0.73|0.8|0.03|49440.0|2.0|11.27|0.15|0.69|0.21|0.02
75751|834|79|2|1|11.8|0.17|0.8|0.94|0.12|46920.0|2.0|10.83|0.16|0.86|0.11|0.09
75752|834|79|2|1|11.75|0.18|0.76|0.95|0.03|49440.0|2.0|10.95|0.18|0.61|0.07|0.01
75756|834|57|2|2|11.41|0.15|0.71|0.77|0.04|46350.0|2.0|11.14|0.15|0.7|0.24|0.01
75765|834|76|2|1|11.69|0.12|0.88|0.29|0.02|48410.0|2.0|11.68|0.12|0.77|0.04|0.01
75766|834|79|2|2|11.84|0.11|0.74|0.95|0.01|42810.0|2.0|11.71|0.1|0.67|0.04|0.01
75783|834|79|2|1|11.77|0.1|0.73|0.95|0.02|50400.0|2.0|11.07|0.09|0.73|0.03|0.01
75784|834|79|2|1|11.67|0.16|0.72|0.91|0.06|49440.0|2.0|10.74|0.15|0.64|0.21|0.05
75798|834|79|2|2|11.68|0.13|0.76|0.92|0.05|48145.0|2.0|10.47|0.13|0.5|0.07|0.06
75820|834|79|2|1|11.69|0.18|0.79|0.94|0.07|50400.0|2.0|10.46|0.17|0.85|0.1|0.05
75821|834|79|2|1|11.66|0.15|0.73|0.92|0.06|47380.0|2.0|10.97|0.15|0.75|0.11|0.05
75822|834|99|2|2|11.35|0.18|0.77|0.77|0.06|46130.0|2.0|11.01|0.18|0.45|0.23|0.05
75823|834|79|2|4|11.68|0.15|0.75|0.96|0.04|50560.0|2.0|11.45|0.14|0.59|0.12|0.02
75830|834|79|2|1|11.8|0.16|0.75|0.96|0.1|50400.0|2.0|9.94|0.14|0.66|0.17|0.1
75832|834|57|2|2|11.44|0.18|0.76|0.74|0.08|41730.0|2.0|10.3|0.16|0.81|0.15|0.06
75839|834|57|2|5|11.27|0.16|0.76|0.95|0.08|45210.0|2.0|11.22|0.15|0.61|0.25|0.07
75841|834|93|2|1|11.44|0.16|0.76|0.66|0.06|50400.0|2.0|10.91|0.15|0.71|0.2|0.06
75843|834|79|2|1|11.73|0.14|0.76|0.96|0.02|49440.0|2.0|11.95|0.13|0.65|0.09|0.01
75846|834|99|2|2|11.23|0.17|0.71|0.75|0.05|45210.0|2.0|10.75|0.15|0.7|0.21|0.04
75853|834|93|2|1|11.42|0.19|0.74|0.68|0.05|50400.0|2.0|9.95|0.19|0.64|0.11|0.03
75866|834|93|2|12|11.24|0.21|0.77|0.94|0.05|51800.0|2.0|10.25|0.21|0.61|0.11|0.03
75875|834|93|2|1|11.16|0.18|0.74|0.67|0.05|50400.0|2.0|10.93|0.18|0.71|0.08|0.04
75884|834|93|2|5|11.25|0.2|0.76|0.78|0.05|50870.0|2.0|10.33|0.19|0.82|0.25|0.03
75885|834|79|2|1|11.65|0.16|0.72|0.93|0.06|53040.0|2.0|12.3|0.15|0.78|0.32|0.05
75894|834|99|2|1|11.43|0.2|0.75|0.75|0.07|49000.0|2.0|10.98|0.18|0.66|0.23|0.05
75898|834|93|2|12|11.2|0.18|0.73|0.93|0.08|50400.0|2.0|10.44|0.17|0.65|0.22|0.06
75899|834|93|2|12|11.29|0.18|0.73|0.96|0.07|48410.0|2.0|10.28|0.17|0.46|0.27|0.08
75900|834|84|2|2|11.28|0.17|0.76|0.77|0.08|43630.0|2.0|9.67|0.16|0.62|0.27|0.07
75901|834|57|2|2|11.36|0.13|0.73|0.76|0.04|49440.0|2.0|10.01|0.11|0.72|0.11|0.04
75912|834|84|2|2|11.35|0.21|0.71|0.76|0.1|44100.0|2.0|10.92|0.2|0.72|0.3|0.09
75913|834|79|2|1|11.62|0.12|0.71|0.93|0.03|50400.0|2.0|10.97|0.11|0.75|0.09|0.02
75920|834|99|2|1|11.35|0.15|0.72|0.76|0.02|49000.0|2.0|10.2|0.14|0.66|0.15|0.01
75923|834|84|2|2|11.48|0.15|0.74|0.76|0.03|50750.0|2.0|10.05|0.13|0.62|0.16|0.01
75929|834|93|2|1|11.32|0.2|0.75|0.67|0.04|48810.0|3.0|11.13|0.19|0.67|0.21|0.02
75931|834|93|2|2|11.32|0.17|0.72|0.67|0.04|48540.0|2.0|10.8|0.16|0.69|0.17|0.01
75939|834|99|2|2|11.71|0.14|0.74|0.76|0.0|44440.0|2.0|11.74|0.13|0.77|0.03|0.01
75940|834|99|2|1|11.29|0.16|0.74|0.75|0.02|45720.0|2.0|10.18|0.14|0.79|0.04|0.01
75941|834|99|2|9|11.29|0.14|0.72|0.94|0.01|47380.0|2.0|10.34|0.13|0.61|0.03|0.01
75944|834|79|2|2|11.82|0.17|0.74|0.93|0.05|46920.0|2.0|11.36|0.16|0.68|0.05|0.03
75971|834|84|2|2|11.11|0.24|0.7|0.74|0.09|47860.0|2.0|9.46|0.26|0.77|0.21|0.1
75989|834|84|2|1|11.28|0.21|0.76|0.77|0.09|51800.0|2.0|11.38|0.2|0.68|0.23|0.08
75990|834|95|2|3|11.35|0.2|0.73|0.95|0.09|46350.0|3.0|11.88|0.19|0.71|0.28|0.07
75997|834|99|2|9|11.29|0.22|0.72|0.93|0.06|45720.0|3.0|10.99|0.23|0.57|0.26|0.05
75998|834|93|2|12|11.25|0.22|0.75|0.95|0.07|46350.0|2.0|10.53|0.22|0.72|0.32|0.06
76016|834|99|2|1|11.27|0.19|0.74|0.77|0.07|51800.0|2.0|10.41|0.18|0.71|0.29|0.05
76017|834|99|2|6|11.33|0.26|0.74|0.95|0.05|49440.0|2.0|10.63|0.25|0.76|0.26|0.03
76018|834|84|2|2|11.3|0.21|0.73|0.75|0.09|45780.0|2.0|11.08|0.19|0.83|0.27|0.06
76027|834|93|2|1|11.33|0.24|0.72|0.66|0.08|50400.0|2.0|10.09|0.24|0.71|0.4|0.08
76028|834|93|2|1|11.33|0.23|0.73|0.67|0.11|47380.0|2.0|10.66|0.23|0.71|0.44|0.11
76035|834|93|2|2|11.2|0.08|0.75|0.69|0.02|45210.0|2.0|10.36|0.08|0.79|0.11|0.03
76037|834|93|2|12|11.3|0.24|0.73|0.96|0.12|50400.0|2.0|10.4|0.24|0.73|0.46|0.1
76038|834|93|2|12|11.3|0.25|0.75|0.92|0.13|48410.0|2.0|10.84|0.26|0.7|0.46|0.11
76039|834|79|2|6|11.74|0.11|0.72|0.92|0.02|46350.0|2.0|11.41|0.11|0.18|0.19|0.02
76045|834|79|2|1|11.67|0.2|0.74|0.92|0.02|48960.0|2.0|12.0|0.18|0.64|0.14|0.02
76048|834|84|2|2|11.28|0.21|0.72|0.77|0.07|44440.0|2.0|11.23|0.22|0.67|0.37|0.08
76052|834|93|2|1|11.42|0.21|0.74|0.67|0.01|46200.0|3.0|10.38|0.23|0.71|0.05|0.01
76053|834|99|2|1|11.37|0.2|0.74|0.76|0.01|47360.0|2.0|11.0|0.2|0.68|0.07|0.01
76064|834|84|2|2|11.43|0.16|0.75|0.74|0.05|46840.0|2.0|10.1|0.16|0.67|0.31|0.04
76066|834|93|2|1|11.43|0.19|0.75|0.65|0.07|49440.0|2.0|10.63|0.19|0.7|0.32|0.05
76083|834|93|2|12|11.28|0.19|0.75|0.95|0.08|44800.0|2.0|11.33|0.2|0.61|0.37|0.06
76085|834|57|2|2|11.4|0.22|0.74|0.77|0.09|49840.0|2.0|9.91|0.22|0.64|0.37|0.08
76090|834|99|2|1|11.38|0.2|0.72|0.74|0.07|46350.0|2.0|10.58|0.22|0.59|0.46|0.06
76100|834|57|2|2|11.32|0.18|0.74|0.78|0.06|48480.0|2.0|10.04|0.16|0.59|0.22|0.03
76111|834|99|2|17|11.11|0.17|0.73|0.85|0.06|50840.0|2.0|10.5|0.18|0.59|0.28|0.06
76134|834|57|2|2|11.34|0.16|0.73|0.76|0.09|49290.0|2.0|10.78|0.16|0.67|0.24|0.09
76135|834|93|2|1|11.22|0.15|0.75|0.66|0.05|47380.0|2.0|10.94|0.15|0.72|0.29|0.05
76136|834|93|2|14|11.53|0.14|0.76|0.95|0.06|49600.0|2.0|11.42|0.14|0.71|0.24|0.05
76140|834|57|2|5|11.39|0.18|0.76|0.95|0.08|47380.0|2.0|10.85|0.18|0.74|0.22|0.06
76143|834|57|2|2|11.34|0.16|0.77|0.75|0.03|45210.0|2.0|10.48|0.15|0.78|0.25|0.01
76151|834|99|2|9|11.37|0.16|0.73|0.92|0.04|49440.0|2.0|11.21|0.16|0.7|0.24|0.02
76161|834|99|2|1|11.35|0.2|0.72|0.73|0.04|48960.0|1.0|11.19|0.19|0.93|0.24|0.02
76162|834|99|2|17|11.3|0.17|0.74|0.85|0.08|45920.0|2.0|10.88|0.17|0.65|0.24|0.06
76169|834|99|2|18|11.61|0.17|0.73|0.93|0.04|47380.0|2.0|9.95|0.16|0.61|0.22|0.02
76178|834|93|2|14|11.64|0.17|0.74|0.94|0.07|49840.0|2.0|11.04|0.17|0.69|0.27|0.05
76179|834|99|2|6|11.28|0.13|0.74|0.95|0.05|46350.0|2.0|10.64|0.12|0.75|0.31|0.02
76181|834|76|2|2|11.74|0.06|0.85|0.29|0.01|43080.0|2.0|11.26|0.06|0.71|0.1|0.01
76182|834|57|2|5|11.5|0.13|0.75|0.97|0.06|31250.0|2.0|10.76|0.13|0.69|0.19|0.04
76189|834|99|2|1|11.23|0.17|0.73|0.78|0.03|51800.0|2.0|10.3|0.16|0.71|0.2|0.01
76190|834|93|2|1|11.35|0.16|0.74|0.66|0.03|46350.0|3.0|10.75|0.16|0.64|0.3|0.02
76215|834|84|2|1|11.23|0.13|0.73|0.75|0.04|48810.0|2.0|11.01|0.13|0.67|0.17|0.03
76216|834|99|2|13|11.44|0.14|0.75|0.77|0.04|47380.0|2.0|11.69|0.14|0.67|0.17|0.02
76220|834|57|2|2|11.43|0.12|0.74|0.79|0.06|45210.0|2.0|10.8|0.12|0.73|0.27|0.03
76228|834|99|2|19|11.85|0.16|0.73|0.94|0.05|50400.0|3.0|11.02|0.16|0.64|0.13|0.04
76238|834|99|2|1|11.54|0.2|0.76|0.73|0.05|50870.0|3.0|11.89|0.21|0.34|0.09|0.05
76243|834|84|2|2|11.23|0.11|0.76|0.74|0.05|44400.0|2.0|10.88|0.11|0.75|0.28|0.04
76247|834|93|2|5|11.3|0.15|0.75|0.73|0.03|51360.0|2.0|10.66|0.15|0.74|0.31|0.01
76285|834|79|2|1|11.57|0.11|0.73|0.92|0.04|45320.0|2.0|11.29|0.11|0.76|0.19|0.04
76286|834|93|2|1|11.3|0.19|0.76|0.69|0.08|48410.0|2.0|10.44|0.2|0.69|0.41|0.08
76287|834|99|2|2|11.24|0.19|0.79|0.82|0.06|45210.0|2.0|10.91|0.2|0.62|0.47|0.06
76293|834|84|2|2|11.54|0.15|0.73|0.74|0.1|48290.0|2.0|9.99|0.15|0.63|0.21|0.09
76298|834|99|2|1|11.31|0.16|0.74|0.75|0.06|49000.0|2.0|10.56|0.16|0.64|0.2|0.05
76299|834|99|2|6|11.28|0.16|0.75|0.92|0.05|48410.0|2.0|11.39|0.18|0.55|0.27|0.06
76307|834|99|2|1|11.25|0.13|0.74|0.75|0.08|44800.0|2.0|10.96|0.13|0.72|0.24|0.08
76319|834|57|2|2|11.36|0.12|0.76|0.78|0.06|44530.0|2.0|11.27|0.13|0.75|0.22|0.07
76334|834|99|2|1|11.43|0.27|0.73|0.77|0.07|49000.0|2.0|11.19|0.28|0.69|0.37|0.06
76336|834|57|2|5|11.59|0.18|0.75|0.95|0.08|46610.0|3.0|10.97|0.19|0.62|0.39|0.07
76340|834|79|2|1|11.8|0.19|0.74|0.94|0.04|47380.0|2.0|11.62|0.2|0.6|0.17|0.02
76341|834|93|2|5|11.2|0.19|0.75|0.73|0.07|49440.0|2.0|10.07|0.2|0.72|0.47|0.06
76349|834|57|2|2|11.37|0.14|0.74|0.76|0.04|48420.0|2.0|11.45|0.15|0.66|0.29|0.02
76350|834|57|2|2|11.39|0.09|0.76|0.78|0.04|43800.0|2.0|11.59|0.09|0.7|0.18|0.02
76359|834|99|2|6|11.33|0.16|0.74|0.94|0.06|48960.0|2.0|11.21|0.14|0.63|0.15|0.03
76366|834|84|2|2|11.25|0.16|0.77|0.77|0.06|44400.0|2.0|10.31|0.16|0.75|0.21|0.03
76367|834|99|2|1|11.2|0.14|0.78|0.76|0.07|51800.0|2.0|11.5|0.17|0.73|0.71|0.04
76368|834|99|2|1|11.33|0.14|0.75|0.78|0.05|48410.0|2.0|11.16|0.14|0.79|0.22|0.02
76369|834|57|2|2|11.41|0.13|0.77|0.73|0.05|47380.0|2.0|10.99|0.12|0.69|0.24|0.02
76370|834|99|2|2|11.26|0.12|0.76|0.75|0.03|40450.0|2.0|11.16|0.12|0.69|0.14|0.01
76377|834|99|2|6|11.32|0.21|0.72|0.94|0.04|50320.0|3.0|9.94|0.2|0.54|0.17|0.01
76385|834|99|2|6|11.24|0.13|0.73|0.94|0.05|47360.0|2.0|11.01|0.12|0.66|0.23|0.03
76394|834|99|2|1|11.23|0.14|0.79|0.75|0.02|51800.0|3.0|10.62|0.14|0.82|0.16|0.01
76397|834|93|2|2|11.35|0.14|0.74|0.68|0.05|42000.0|2.0|10.33|0.15|0.56|0.3|0.03
76407|834|99|2|1|11.27|0.21|0.74|0.77|0.06|46350.0|2.0|10.1|0.21|0.68|0.26|0.04
76424|834|99|2|6|11.46|0.13|0.74|0.94|0.06|49840.0|2.0|10.3|0.13|0.86|0.23|0.05
76432|834|84|2|2|11.49|0.27|0.74|0.76|0.2|44400.0|2.0|10.97|0.3|0.74|0.35|0.22
76438|834|57|2|5|11.36|0.22|0.73|0.94|0.14|43060.0|2.0|10.65|0.23|0.76|0.36|0.12
76443|834|82|2|1|11.42|0.19|0.75|0.77|0.07|49440.0|2.0|11.85|0.2|0.67|0.45|0.06
76470|834|84|2|2|11.43|0.24|0.74|0.76|0.12|43060.0|2.0|10.56|0.25|0.75|0.31|0.12
76471|834|99|2|1|11.33|0.21|0.75|0.77|0.07|54600.0|2.0|11.05|0.22|0.71|0.39|0.06
76483|834|79|2|6|11.68|0.13|0.73|0.9|0.02|46880.0|2.0|10.68|0.13|0.75|0.13|0.03
76494|834|99|2|3|11.3|0.2|0.76|0.93|0.1|45210.0|2.0|10.41|0.22|0.69|0.37|0.08
76497|834|92|1|3|11.62|0.16|0.87|0.94|0.06|48760.0|2.0|11.63|0.16|0.4|0.29|0.05
76506|834|57|2|3|11.46|0.14|0.74|0.94|0.05|46350.0|2.0|10.94|0.14|0.74|0.28|0.02
76508|834|57|2|2|11.26|0.15|0.73|0.75|0.05|43610.0|2.0|10.58|0.15|0.68|0.25|0.03
76529|834|84|2|3|11.42|0.25|0.75|0.76|0.1|50400.0|2.0|11.29|0.25|0.6|0.39|0.08
76530|834|99|2|20|11.33|0.17|0.74|0.92|0.05|48410.0|2.0|10.92|0.17|0.61|0.28|0.03
76535|834|79|2|2|11.58|0.11|0.73|0.93|0.03|49710.0|2.0|10.21|0.11|0.6|0.13|0.01
76536|834|79|2|6|11.69|0.13|0.72|0.93|0.03|49440.0|2.0|11.22|0.13|0.62|0.16|0.01
76541|834|93|2|1|11.5|0.17|0.73|0.65|0.03|50400.0|2.0|11.71|0.16|0.79|0.19|0.01
76542|834|93|2|1|11.18|0.19|0.77|0.68|0.06|49440.0|2.0|10.71|0.18|0.71|0.26|0.03
76543|834|57|2|2|11.24|0.15|0.74|0.76|0.06|45210.0|2.0|11.14|0.15|0.72|0.43|0.04
76546|834|79|2|2|11.65|0.09|0.74|0.93|0.01|45820.0|2.0|11.72|0.1|0.65|0.11|0.01
76547|834|79|2|6|11.93|0.08|0.76|0.99|0.01|44550.0|2.0|12.28|0.08|0.63|0.1|0.01
76561|834|93|2|6|12.16|0.24|0.97|0.67|0.07|51800.0|2.0|11.21|0.23|0.92|0.38|0.05
76582|834|57|2|2|11.44|0.19|0.75|0.76|0.06|43760.0|2.0|10.5|0.19|0.75|0.3|0.06
76583|834|99|2|2|11.34|0.17|0.72|0.75|0.07|47610.0|2.0|10.75|0.18|0.8|0.32|0.06
76584|834|79|2|7|11.71|0.11|0.74|0.96|0.04|50320.0|3.0|11.67|0.11|0.67|0.15|0.04
76593|834|79|2|8|11.78|0.09|0.75|0.95|0.01|53280.0|3.0|12.38|0.09|0.68|0.08|0.01
76599|834|99|2|6|11.49|0.13|0.75|0.95|0.03|50400.0|2.0|11.58|0.14|0.61|0.22|0.03
76600|834|93|2|6|12.38|0.13|0.95|0.67|0.05|49440.0|2.0|11.52|0.13|0.83|0.23|0.04
76601|834|57|2|5|11.23|0.14|0.73|0.95|0.03|44400.0|2.0|11.13|0.15|0.71|0.24|0.03
76607|834|93|2|12|11.23|0.25|0.74|0.94|0.06|49000.0|2.0|10.53|0.24|0.75|0.27|0.04
76608|834|99|2|20|11.4|0.23|0.75|0.95|0.08|49840.0|2.0|11.07|0.24|0.72|0.27|0.07
76614|834|57|2|2|11.32|0.16|0.72|0.74|0.09|44400.0|2.0|10.16|0.15|0.75|0.27|0.06
76616|834|99|2|7|11.34|0.16|0.73|0.93|0.08|49440.0|2.0|10.25|0.16|0.8|0.28|0.07
76618|834|79|2|6|11.81|0.07|0.76|0.92|0.04|46960.0|3.0|12.07|0.08|0.74|0.13|0.03
76626|834|79|2|7|11.71|0.06|0.77|0.94|0.01|46920.0|2.0|11.91|0.06|0.62|0.08|0.01
76627|834|93|2|12|11.4|0.14|0.73|0.91|0.08|48410.0|2.0|11.66|0.15|0.87|0.28|0.07
76634|834|99|2|6|11.54|0.14|0.76|0.93|0.09|53200.0|2.0|10.7|0.13|0.81|0.3|0.07
76635|834|99|2|6|11.4|0.14|0.79|0.95|0.12|48410.0|2.0|10.8|0.13|0.83|0.29|0.1
76638|834|81|2|2|11.24|0.14|0.72|0.93|0.11|51800.0|2.0|10.69|0.14|0.57|0.26|0.1
76649|834|99|2|1|11.14|0.14|0.73|0.76|0.07|48410.0|2.0|10.22|0.14|0.71|0.24|0.05
76651|834|79|2|6|11.8|0.12|0.74|0.93|0.01|43850.0|2.0|10.42|0.12|0.6|0.03|0.01
76653|834|81|2|1|11.44|0.18|0.77|0.79|0.05|49440.0|2.0|10.12|0.19|0.69|0.2|0.03
76669|834|99|2|1|11.26|0.16|0.75|0.73|0.06|46410.0|1.0|8.79|0.16|0.36|0.18|0.04
76678|834|99|2|2|11.38|0.2|0.75|0.76|0.06|46950.0|2.0|10.88|0.2|0.68|0.38|0.05
76682|834|99|2|6|11.4|0.1|0.75|0.94|0.02|51800.0|2.0|9.8|0.1|0.56|0.09|0.01
76695|834|79|2|1|11.84|0.12|0.75|0.95|0.01|51800.0|3.0|10.81|0.11|0.84|0.03|0.01
76696|834|99|2|6|11.68|0.2|0.73|1.0|0.08|47380.0|2.0|11.15|0.22|0.72|0.45|0.07
76703|834|57|2|2|11.31|0.23|0.76|0.8|0.1|48920.0|2.0|10.37|0.25|0.73|0.34|0.08
76705|834|99|2|1|11.3|0.2|0.75|0.77|0.08|49000.0|2.0|11.06|0.2|0.71|0.42|0.06
76715|834|79|2|6|11.72|0.13|0.76|0.93|0.03|48240.0|2.0|11.99|0.13|0.75|0.1|0.01
76722|834|99|2|21|11.57|0.09|0.74|0.95|0.01|47360.0|2.0|11.89|0.09|0.58|0.07|0.01
76738|834|57|2|2|11.34|0.12|0.74|0.75|0.07|48410.0|3.0|10.85|0.13|0.68|0.15|0.07
76741|834|92|1|4|11.66|0.21|0.83|0.93|0.03|44800.0|3.0|12.33|0.23|0.55|0.03|0.01
76753|834|57|2|5|11.44|0.25|0.75|0.95|0.08|43960.0|2.0|11.48|0.25|0.59|0.37|0.06
76765|834|99|2|1|11.36|0.22|0.73|0.75|0.06|51800.0|2.0|11.06|0.23|0.62|0.36|0.05
76766|834|99|2|6|11.44|0.21|0.76|0.9|0.08|49440.0|2.0|11.42|0.23|0.58|0.39|0.07
76776|834|79|2|6|11.77|0.21|0.74|0.95|0.01|53310.0|2.0|10.68|0.22|0.65|0.04|0.01
76781|834|92|1|5|11.84|0.14|0.88|0.97|0.02|44720.0|3.0|11.59|0.16|0.81|0.03|0.01
76783|834|57|2|2|11.52|0.21|0.76|0.78|0.07|48830.0|2.0|10.29|0.24|0.66|0.39|0.06
76795|834|79|2|2|11.72|0.15|0.73|0.95|0.02|46660.0|3.0|10.81|0.14|0.74|0.02|0.01
76798|834|99|2|22|11.41|0.22|0.73|0.95|0.07|49000.0|2.0|10.58|0.22|0.73|0.33|0.07
76807|834|79|2|9|11.82|0.12|0.77|0.94|0.01|44800.0|2.0|11.4|0.13|0.56|0.03|0.01
76827|834|99|2|6|11.32|0.21|0.74|0.93|0.09|47380.0|2.0|10.52|0.24|0.66|0.44|0.08
76831|834|99|2|6|11.32|0.23|0.74|0.93|0.06|50400.0|2.0|10.13|0.25|0.68|0.41|0.05
76835|834|57|2|2|11.48|0.25|0.78|0.78|0.07|45210.0|2.0|10.13|0.25|0.81|0.47|0.05
76852|834|99|2|6|11.33|0.19|0.74|0.91|0.11|50400.0|2.0|10.07|0.19|0.74|0.26|0.09
76853|834|99|2|22|11.48|0.17|0.74|0.94|0.07|49440.0|2.0|10.34|0.17|0.81|0.27|0.04
76883|834|84|2|2|11.37|0.25|0.76|0.76|0.11|46880.0|2.0|11.19|0.26|0.75|0.46|0.09
76884|834|99|2|3|11.44|0.22|0.75|0.95|0.13|47850.0|2.0|10.7|0.23|0.72|0.48|0.11
76920|834|57|2|7|11.41|0.18|0.76|0.77|0.01|43420.0|3.0|11.76|0.2|0.66|0.03|0.01
76926|834|99|2|23|12.29|0.17|0.97|0.76|0.05|51800.0|2.0|11.56|0.19|0.9|0.21|0.03
76930|834|84|2|2|11.51|0.15|0.76|0.75|0.07|48060.0|2.0|10.24|0.15|0.65|0.25|0.05
76939|834|57|2|7|11.17|0.15|0.76|0.75|0.02|43060.0|3.0|10.29|0.17|0.68|0.02|0.01
76947|834|99|2|2|11.38|0.29|0.73|0.74|0.06|46930.0|2.0|10.56|0.36|0.65|0.44|0.05
76955|834|79|2|1|11.68|0.13|0.78|0.97|0.02|44400.0|3.0|9.91|0.14|0.53|0.06|0.01
